animal,ptt,datetime_utc,longitud,latitude,LC,error_radius,ellipse_orient,semi_major,semi_minor
ZcTag013,94814,1/11/2011 0:17,-155.84893,20.7767,LB,4137,81,6289,2721
ZcTag013,94814,1/11/2011 1:10,-155.84576,20.76254,L0,2518,167,7294,869
ZcTag013,94814,1/11/2011 5:45,-155.75742,20.61405,L0,5263,68,21028,1317
ZcTag013,94814,1/11/2011 6:16,-155.75252,20.63721,L1,518,122,1154,232
ZcTag013,94814,1/11/2011 7:24,-155.75338,20.62023,L0,4036,91,33369,488
ZcTag013,94814,1/11/2011 11:17,-155.72794,20.56446,LA,9737,68,20093,4718
ZcTag013,94814,1/11/2011 14:26,-155.65859,20.50677,LB,13600,70,25963,7123
ZcTag013,94814,1/11/2011 16:14,-155.6732,20.50587,LB,3324,98,4642,2380
ZcTag013,94814,1/11/2011 17:08,-155.67557,20.51478,L1,1301,124,7871,215
ZcTag013,94814,1/11/2011 18:50,-155.69088,20.50544,L1,1426,32,4618,440
ZcTag013,94814,1/11/2011 19:51,-155.69428,20.48688,L0,3546,90,14754,852
ZcTag013,94814,1/11/2011 20:57,-155.69062,20.46042,L0,3103,100,17498,550
ZcTag013,94814,1/11/2011 23:22,-155.70593,20.45717,L0,4551,56,44820,462
ZcTag013,94814,1/12/2011 0:55,-155.74025,20.46434,LB,9465,68,12015,7456
ZcTag013,94814,1/12/2011 1:49,-155.76053,20.46171,LB,9922,70,12702,7749
ZcTag013,94814,1/12/2011 3:23,-155.79874,20.47096,L0,2676,94,14674,488
ZcTag013,94814,1/12/2011 6:57,-155.8993,20.52481,L2,350,79,942,130
ZcTag013,94814,1/12/2011 12:52,-156.07683,20.49486,LB,11350,87,14283,9019
ZcTag013,94814,1/12/2011 15:41,-156.19005,20.46439,LB,15132,85,29309,7812
ZcTag013,94814,1/12/2011 16:53,-156.20852,20.45252,L0,3083,80,18416,516
ZcTag013,94814,1/12/2011 18:44,-156.19102,20.44235,L0,5512,77,24980,1216
ZcTag013,94814,1/13/2011 0:47,-156.13018,20.43374,L0,2534,106,13951,460
ZcTag013,94814,1/13/2011 5:54,-156.15702,20.48849,L2,346,64,534,224
ZcTag013,94814,1/13/2011 6:31,-156.13721,20.49335,L0,3076,80,43995,215
ZcTag013,94814,1/13/2011 7:55,-156.16369,20.46718,LA,11028,93,13909,8743
ZcTag013,94814,1/13/2011 13:27,-156.23541,20.50414,LB,18848,82,26636,13336
ZcTag013,94814,1/13/2011 15:29,-156.26352,20.52148,L0,13674,86,24723,7562
ZcTag013,94814,1/13/2011 16:51,-156.27818,20.49482,LB,7442,97,14645,3781
ZcTag013,94814,1/13/2011 18:30,-156.31405,20.45878,L0,4190,87,43127,407
ZcTag013,94814,1/14/2011 5:42,-156.26451,20.36691,L1,1110,32,2607,472
ZcTag013,94814,1/14/2011 7:25,-156.28821,20.38042,L0,3679,95,16625,814
ZcTag013,94814,1/14/2011 7:53,-156.28468,20.3877,LB,3574,91,6977,1830
ZcTag013,94814,1/14/2011 11:32,-156.2503,20.38522,L1,1378,48,4539,418
ZcTag013,94814,1/14/2011 15:05,-156.21201,20.39649,L0,18018,133,25106,12931
ZcTag013,94814,1/14/2011 18:15,-156.20309,20.46851,L2,258,123,316,210
ZcTag013,94814,1/14/2011 18:17,-156.20271,20.4683,LB,991,94,1061,924
ZcTag013,94814,1/14/2011 23:43,-156.14051,20.4278,L0,4407,54,11515,1686
ZcTag013,94814,1/15/2011 0:22,-156.13924,20.43153,LB,2950,58,3982,2184
ZcTag013,94814,1/15/2011 1:19,-156.13567,20.43723,L1,811,142,2684,245
ZcTag013,94814,1/15/2011 7:10,-156.17087,20.38909,L0,4658,86,16919,1282
ZcTag013,94814,1/15/2011 7:27,-156.16593,20.40862,L0,1845,159,4236,803
ZcTag013,94814,1/15/2011 12:16,-156.2315,20.39859,L0,5667,113,59353,541
ZcTag013,94814,1/15/2011 13:50,-156.22123,20.34033,L0,12016,107,58787,2456
ZcTag013,94814,1/15/2011 16:16,-156.17323,20.3097,LB,5096,46,5327,4874
ZcTag013,94814,1/15/2011 16:22,-156.17149,20.30797,L2,350,10,689,177
ZcTag013,94814,1/15/2011 18:08,-156.23311,20.30371,L0,9676,83,55391,1690
ZcTag013,94814,1/15/2011 18:10,-156.23353,20.30657,L0,1532,84,9532,246
ZcTag013,94814,1/16/2011 1:11,-156.23327,20.29853,L0,4402,61,22238,871
ZcTag013,94814,1/16/2011 6:44,-156.14049,20.35438,L0,6751,82,47180,966
ZcTag013,94814,1/16/2011 8:25,-156.16544,20.35901,LB,4082,106,69715,239
ZcTag013,94814,1/16/2011 11:07,-156.16902,20.38935,LB,1302,93,4354,389
ZcTag013,94814,1/16/2011 19:12,-156.15672,20.40098,L0,12173,87,119498,1240
ZcTag013,94814,1/17/2011 0:14,-156.13071,20.38256,LB,50865,106,87640,29521
ZcTag013,94814,1/17/2011 5:09,-156.1533,20.40925,L0,3576,61,35919,356
ZcTag013,94814,1/17/2011 6:49,-156.14557,20.40017,L0,2705,51,4924,1485
ZcTag013,94814,1/17/2011 8:09,-156.15197,20.40824,L3,217,68,936,50
ZcTag013,94814,1/17/2011 11:01,-156.12504,20.41046,LB,2032,33,7452,554
ZcTag013,94814,1/17/2011 17:38,-156.11182,20.44286,L1,1240,111,10821,142
ZcTag013,94814,1/17/2011 18:55,-156.13399,20.44927,L1,1022,0,3087,338
ZcTag013,94814,1/17/2011 19:14,-156.13239,20.44999,LB,1322,0,1589,1099
ZcTag013,94814,1/17/2011 19:16,-156.13314,20.45058,LB,1243,177,1439,1072
ZcTag013,94814,1/17/2011 20:40,-156.13075,20.45453,L0,13409,76,57566,3123
ZcTag013,94814,1/17/2011 23:08,-156.15992,20.51158,L0,2347,138,4787,1150
ZcTag013,94814,1/17/2011 23:52,-156.19887,20.50228,L0,9624,60,40531,2285
ZcTag013,94814,1/18/2011 0:51,-156.21418,20.48503,L0,3685,95,24772,548
ZcTag013,94814,1/18/2011 6:07,-156.14025,20.46915,LA,2358,151,4075,1364
ZcTag013,94814,1/18/2011 6:37,-156.14317,20.46822,L0,2754,67,5674,1336
ZcTag013,94814,1/18/2011 7:51,-156.12079,20.46892,L0,12440,96,42925,3605
ZcTag013,94814,1/18/2011 7:54,-156.1199,20.47372,L0,1620,97,8660,303
ZcTag013,94814,1/18/2011 11:37,-156.08566,20.48957,LB,3701,125,4336,3158
ZcTag013,94814,1/18/2011 13:16,-156.05013,20.45194,L0,9202,143,18119,4673
ZcTag013,94814,1/19/2011 0:41,-156.06028,20.44817,L0,6929,101,38276,1254
ZcTag013,94814,1/19/2011 5:53,-156.12,20.39923,L1,927,157,5645,152
ZcTag013,94814,1/19/2011 6:18,-156.12859,20.4014,LB,1468,144,1554,1386
ZcTag013,94814,1/19/2011 7:20,-156.15063,20.40452,L0,1513,93,2539,901
ZcTag013,94814,1/19/2011 7:35,-156.15595,20.40505,L0,2206,53,7900,616
ZcTag013,94814,1/19/2011 12:25,-156.16269,20.43205,LB,6568,126,8291,5202
ZcTag013,94814,1/19/2011 13:05,-156.1633,20.43159,LA,9546,134,13875,6567
ZcTag013,94814,1/19/2011 14:43,-156.1457,20.45048,L0,5607,129,15788,1991
ZcTag013,94814,1/19/2011 16:19,-156.16017,20.43273,LA,946,165,2175,411
ZcTag013,94814,1/19/2011 17:19,-156.14705,20.45797,L1,1288,112,6796,244
ZcTag013,94814,1/19/2011 18:55,-156.13011,20.4617,L1,948,32,2516,357
ZcTag013,94814,1/19/2011 20:04,-156.15787,20.47972,L0,3428,101,19259,610
ZcTag013,94814,1/20/2011 6:13,-156.11686,20.49849,LB,4655,109,6645,3260
ZcTag013,94814,1/20/2011 7:03,-156.11136,20.50398,L1,504,3,1332,190
ZcTag013,94814,1/20/2011 7:10,-156.12419,20.5038,L3,190,63,455,79
ZcTag013,94814,1/20/2011 8:41,-156.0804,20.48481,LB,1935,74,2211,1692
ZcTag013,94814,1/20/2011 12:09,-156.09022,20.4569,L0,7092,96,75163,669
ZcTag013,94814,1/20/2011 14:18,-156.11627,20.41047,L0,9410,107,44031,2011
ZcTag013,94814,1/20/2011 15:57,-156.10553,20.44457,L0,3206,102,56133,183
ZcTag018,94797,10/19/2011 18:50,-156.1599,19.82941,DP,,,,
ZcTag018,94797,10/19/2011 20:50,-156.11073,19.82061,L0,2640,84,20305,343
ZcTag018,94797,10/20/2011 0:43,-156.11821,20.00442,LA,2311,48,8599,621
ZcTag018,94797,10/20/2011 1:49,-156.1225,20.07079,L0,7971,47,41038,1548
ZcTag018,94797,10/20/2011 3:42,-156.19434,20.07084,L0,3176,88,16428,614
ZcTag018,94797,10/20/2011 5:44,-156.28264,20.2049,L0,8276,41,20227,3386
ZcTag018,94797,10/20/2011 6:22,-156.25961,20.18546,LB,6303,37,7620,5213
ZcTag018,94797,10/20/2011 7:04,-156.23967,20.15815,L0,3995,158,12846,1242
ZcTag018,94797,10/20/2011 7:51,-156.22326,20.1831,L0,8394,50,33565,2099
ZcTag018,94797,10/20/2011 12:41,-156.33023,20.3115,L3,247,98,381,159
ZcTag018,94797,10/20/2011 14:22,-156.34669,20.39253,L0,1817,155,6722,491
ZcTag018,94797,10/20/2011 14:26,-156.34502,20.39266,LB,1367,153,2603,717
ZcTag018,94797,10/20/2011 16:15,-156.2992,20.43738,L0,1973,105,7955,489
ZcTag018,94797,10/20/2011 18:11,-156.2225,20.47808,L1,728,148,1172,451
ZcTag018,94797,10/20/2011 18:40,-156.21254,20.46663,LB,4413,82,4830,4031
ZcTag018,94797,10/20/2011 20:31,-156.16434,20.43295,LA,26406,66,32663,21346
ZcTag018,94797,10/21/2011 3:20,-156.06664,20.51004,L1,716,125,2874,178
ZcTag018,94797,10/21/2011 5:56,-156.01774,20.52248,L0,4583,150,12250,1714
ZcTag018,94797,10/21/2011 7:32,-156.02335,20.50057,L0,9659,81,171793,543
ZcTag018,94797,10/21/2011 11:19,-155.98867,20.5606,LB,14335,79,18616,11038
ZcTag018,94797,10/21/2011 12:58,-155.97476,20.58604,LB,11344,87,16445,7824
ZcTag018,94797,10/21/2011 14:04,-155.96722,20.60315,L0,3866,89,14435,1035
ZcTag018,94797,10/21/2011 14:05,-155.96663,20.60299,LB,3002,89,10512,857
ZcTag018,94797,10/21/2011 15:48,-155.94039,20.63265,L1,883,130,2457,317
ZcTag018,94797,10/21/2011 17:25,-155.89072,20.64692,LA,7799,101,19066,3190
ZcTag018,94797,10/21/2011 17:54,-155.87489,20.65597,L0,11064,82,19852,6166
ZcTag018,94797,10/21/2011 18:26,-155.85979,20.6637,LB,7658,76,12079,4855
ZcTag018,94797,10/21/2011 19:13,-155.8405,20.659,L0,15946,77,27755,9161
ZcTag018,94797,10/21/2011 20:09,-155.80955,20.66812,L0,21475,97,42608,10823
ZcTag018,94797,10/21/2011 23:41,-155.68715,20.69921,L0,6571,92,21072,2049
ZcTag018,94797,10/22/2011 1:27,-155.62468,20.70646,L0,4541,50,26400,781
ZcTag018,94797,10/22/2011 6:23,-155.42404,20.74051,L0,21155,107,40940,10931
ZcTag018,94797,10/22/2011 15:25,-155.40069,20.80428,LA,8157,101,87299,762
ZcTag018,94797,10/22/2011 18:46,-155.39065,20.81548,L0,2910,100,37280,227
ZcTag018,94797,10/22/2011 19:42,-155.35564,20.81,L0,3489,112,23815,511
ZcTag018,94797,10/22/2011 23:33,-155.30111,20.70021,L0,2388,37,11021,517
ZcTag018,94797,10/23/2011 0:53,-155.27503,20.68758,LB,3698,57,7626,1793
ZcTag018,94797,10/23/2011 1:10,-155.28264,20.68054,L0,12141,57,65628,2246
ZcTag018,94797,10/23/2011 12:06,-155.08077,20.54148,L0,5287,112,34938,800
ZcTag018,94797,10/23/2011 12:37,-155.06256,20.54425,L0,8514,126,16308,4444
ZcTag018,94797,10/23/2011 16:38,-155.13346,20.51383,LA,4940,43,12020,2030
ZcTag018,94797,10/23/2011 16:39,-155.13306,20.51328,LB,3479,44,8176,1480
ZcTag018,94797,10/23/2011 17:31,-155.11158,20.48294,LA,7310,79,27957,1911
ZcTag018,94797,10/23/2011 19:14,-155.09352,20.42947,L0,2023,100,13073,313
ZcTag018,94797,10/23/2011 23:24,-155.02708,20.31239,L0,2523,134,9527,668
ZcTag018,94797,10/24/2011 2:04,-155.00892,20.24435,LB,2836,96,4059,1981
ZcTag018,94797,10/24/2011 3:50,-155.00988,20.26431,L0,4820,46,24075,965
ZcTag018,94797,10/24/2011 14:36,-154.96348,20.05459,L0,1831,6,4420,758
ZcTag018,94797,10/24/2011 16:11,-154.97391,20.03259,L1,800,112,2765,231
ZcTag018,94797,10/24/2011 17:27,-154.98658,19.9988,L0,3978,94,19724,802
ZcTag018,94797,10/24/2011 19:39,-154.91467,19.9643,L1,1077,139,4488,258
ZcTag018,94797,10/24/2011 23:42,-154.7987,19.86045,LB,8659,6,9253,8102
ZcTag018,94797,10/25/2011 1:44,-154.78342,19.87628,LB,14331,1,27975,7341
ZcTag018,94797,10/25/2011 3:20,-154.75915,19.86141,LA,876,46,1629,471
ZcTag018,94797,10/25/2011 4:37,-154.72782,19.843,L0,2122,28,9473,475
ZcTag018,94797,10/25/2011 13:27,-154.66864,19.74612,L1,1416,165,2764,725
ZcTag018,94797,10/25/2011 15:57,-154.63597,19.67573,L0,3236,76,10640,984
ZcTag018,94797,10/25/2011 18:49,-154.6,19.60144,LA,2969,122,11747,750
ZcTag018,94797,10/25/2011 19:08,-154.59966,19.60566,LA,12501,125,34076,4586
ZcTag018,94797,10/25/2011 23:38,-154.63406,19.49713,L0,14030,78,84800,2321
ZcTag018,94797,10/26/2011 0:37,-154.61949,19.50689,L0,8919,63,25426,3128
ZcTag018,94797,10/26/2011 2:24,-154.63527,19.47544,LB,5937,82,7888,4468
ZcTag018,94797,10/26/2011 3:06,-154.62705,19.46133,LB,3842,102,4703,3137
ZcTag018,94797,10/26/2011 4:27,-154.61629,19.4206,L0,2275,172,3894,1328
ZcTag018,94797,10/26/2011 6:03,-154.62132,19.35561,L0,4815,60,18691,1240
ZcTag018,94797,10/26/2011 11:40,-154.64128,19.28795,L0,5148,101,10300,2573
ZcTag018,94797,10/26/2011 13:11,-154.65717,19.29116,LA,3701,115,8215,1667
ZcTag018,94797,10/26/2011 13:44,-154.65893,19.3127,L0,8750,107,45057,1699
ZcTag018,94797,10/26/2011 17:07,-154.71308,19.25332,L0,4273,105,17813,1025
ZcTag018,94797,10/26/2011 18:40,-154.72323,19.23589,L1,1068,91,9271,123
ZcTag018,94797,10/26/2011 19:54,-154.7397,19.22562,LB,2667,93,3325,2138
ZcTag018,94797,10/27/2011 0:27,-154.79022,19.17678,L0,9963,78,86234,1151
ZcTag018,94797,10/27/2011 8:46,-154.88552,19.04035,LB,11835,77,18387,7617
ZcTag018,94797,10/27/2011 13:02,-154.88036,18.96395,L0,10352,110,196982,544
ZcTag018,94797,10/27/2011 16:50,-154.99537,18.91735,L0,1836,56,4979,677
ZcTag018,94797,10/27/2011 18:29,-155.05507,18.89074,L0,1587,102,27666,91
ZcTag018,94797,10/27/2011 20:09,-155.12045,18.8893,LB,7196,101,8941,5790
ZcTag018,94797,10/28/2011 1:01,-155.30846,18.8946,L0,7893,76,53234,1170
ZcTag018,94797,10/28/2011 1:59,-155.3183,18.87762,L0,1599,122,5681,450
ZcTag018,94797,10/28/2011 2:13,-155.30735,18.88852,L0,1907,124,8153,446
ZcTag018,94797,10/28/2011 7:11,-155.46495,18.82286,LB,3879,64,4179,3600
ZcTag018,94797,10/28/2011 12:55,-155.4719,18.82006,L1,712,99,3595,141
ZcTag018,94797,10/28/2011 13:29,-155.49052,18.83915,L0,2920,82,10360,823
ZcTag018,94797,10/28/2011 14:39,-155.56132,18.83012,L2,493,167,966,251
ZcTag018,94797,10/28/2011 18:23,-155.83721,18.76172,L0,3198,123,11943,856
ZcTag018,94797,10/28/2011 19:15,-155.86854,18.78739,L0,2462,84,5400,1122
ZcTag018,94797,10/28/2011 19:54,-155.90119,18.83386,LA,4064,91,9246,1786
ZcTag018,94797,10/29/2011 3:24,-155.96447,18.82127,L0,12966,58,66182,2540
ZcTag018,94797,10/29/2011 6:52,-155.94527,18.8602,L1,1034,173,3027,353
ZcTag018,94797,10/29/2011 8:10,-155.94745,18.82138,L1,770,162,1051,564
ZcTag018,94797,10/29/2011 11:34,-156.03609,18.77279,LB,11839,121,17002,8243
ZcTag018,94797,10/29/2011 12:49,-156.05854,18.74989,L0,10168,130,57913,1785
ZcTag018,94797,10/29/2011 15:57,-156.07903,18.72438,L0,1670,107,10323,270
ZcTag018,94797,10/29/2011 17:42,-156.10593,18.68245,L0,2157,87,11075,420
ZcTag018,94797,10/29/2011 18:11,-156.10042,18.68062,LA,3255,93,5014,2112
ZcTag018,94797,10/29/2011 18:56,-156.08163,18.68461,L0,4828,102,8202,2841
ZcTag018,94797,10/29/2011 19:16,-156.07013,18.70405,L0,1731,12,5978,501
ZcTag018,94797,10/29/2011 20:43,-156.03616,18.67523,L0,2173,80,8307,568
ZcTag018,94797,10/29/2011 23:55,-155.97521,18.73188,L0,1835,76,12608,267
ZcTag018,94797,10/30/2011 1:41,-155.9162,18.73984,L1,1204,66,4175,347
ZcTag018,94797,10/30/2011 3:02,-155.89928,18.77228,L0,2197,163,8614,560
ZcTag018,94797,10/30/2011 4:53,-155.91541,18.80781,LB,3173,110,3942,2554
ZcTag018,94797,10/30/2011 6:12,-155.92722,18.83034,L0,8314,107,51158,1351
ZcTag018,94797,10/30/2011 12:29,-155.77717,18.80021,L0,3696,89,28212,484
ZcTag018,94797,10/30/2011 17:20,-155.7333,18.74475,L0,5508,99,14619,2075
ZcTag018,94797,10/30/2011 17:55,-155.73892,18.70586,L0,3635,83,22500,587
ZcTag018,94797,10/30/2011 18:42,-155.7336,18.69625,LB,3973,91,4515,3495
ZcTag018,94797,10/30/2011 18:57,-155.73623,18.71045,L1,706,123,1607,310
ZcTag018,94797,10/30/2011 20:24,-155.72862,18.68061,L0,8117,74,14716,4477
ZcTag018,94797,10/31/2011 0:23,-155.68833,18.66984,L1,839,107,1928,365
ZcTag018,94797,10/31/2011 1:24,-155.63042,18.67963,L0,4872,66,24190,981
ZcTag018,94797,10/31/2011 4:25,-155.66078,18.71144,LA,5422,75,6646,4423
ZcTag018,94797,10/31/2011 5:03,-155.66438,18.70147,L0,5195,86,31824,848
ZcTag018,94797,10/31/2011 12:19,-155.63283,18.81242,L0,6948,85,66670,724
ZcTag018,94797,10/31/2011 13:25,-155.64629,18.81854,LB,8064,110,9675,6721
ZcTag018,94797,10/31/2011 16:44,-155.70986,18.84076,LA,1425,67,3277,619
ZcTag018,94797,10/31/2011 17:42,-155.73228,18.84937,LA,1186,52,6634,212
ZcTag018,94797,10/31/2011 19:22,-155.73689,18.83153,L0,2657,176,6838,1032
ZcTag018,94797,10/31/2011 19:56,-155.71427,18.84191,L0,4906,102,61692,390
ZcTag018,94797,10/31/2011 23:34,-155.69062,18.82473,L0,2643,77,12513,558
ZcTag018,94797,11/1/2011 0:10,-155.68186,18.82771,L0,9649,55,24317,3828
ZcTag018,94797,11/1/2011 6:40,-155.55933,18.91222,L0,3369,94,19398,585
ZcTag018,94797,11/1/2011 7:09,-155.53,18.9111,L2,460,109,1731,122
ZcTag018,94797,11/1/2011 12:05,-155.53622,18.92203,LB,3554,58,3990,3164
ZcTag018,94797,11/1/2011 16:23,-155.53867,18.93111,L0,2529,175,9251,691
ZcTag018,94797,11/1/2011 18:14,-155.50151,18.96914,L0,2467,123,19194,317
ZcTag018,94797,11/1/2011 19:08,-155.47279,19.00122,L0,4398,97,25450,760
ZcTag018,94797,11/1/2011 19:42,-155.46662,19.00172,L0,2048,117,3861,1086
ZcTag018,94797,11/1/2011 23:28,-155.36067,19.05134,L1,1041,119,4213,257
ZcTag018,94797,11/2/2011 1:50,-155.34072,19.05239,L1,514,14,1171,225
ZcTag018,94797,11/2/2011 3:27,-155.29736,19.01869,L0,3639,58,13480,982
ZcTag018,94797,11/2/2011 8:22,-155.25739,19.07702,L0,10317,54,42935,2479
ZcTag018,94797,11/2/2011 15:55,-155.13922,19.12799,L0,1972,103,9294,418
ZcTag018,94797,11/2/2011 17:12,-155.11617,19.14113,LB,3826,86,5526,2648
ZcTag018,94797,11/2/2011 18:55,-155.08663,19.15852,L1,1152,98,3552,373
ZcTag018,94797,11/2/2011 20:52,-155.00265,19.13631,L0,12620,122,60029,2653
ZcTag018,94797,11/2/2011 23:13,-155.04188,19.17774,L0,3169,28,16328,615
ZcTag018,94797,11/3/2011 4:33,-154.99315,19.22735,LB,3024,77,3587,2548
ZcTag018,94797,11/3/2011 4:56,-154.99136,19.22979,L0,1725,105,5570,534
ZcTag018,94797,11/3/2011 6:26,-155.00302,19.19556,L1,761,12,1308,442
ZcTag018,94797,11/3/2011 6:29,-155.00132,19.19401,L1,1313,52,1398,1232
ZcTag018,94797,11/3/2011 13:25,-154.9857,19.18075,L0,8803,133,22768,3403
ZcTag018,94797,11/3/2011 13:58,-154.99734,19.16994,L0,6109,93,24959,1495
ZcTag018,94797,11/3/2011 18:41,-155.06849,19.07553,L0,3119,124,41737,233
ZcTag018,94797,11/3/2011 20:29,-155.0579,19.09736,LA,2422,125,4005,1464
ZcTag018,94797,11/4/2011 0:51,-155.01441,19.19598,L0,11408,102,39811,3269
ZcTag018,94797,11/4/2011 1:25,-155.01207,19.19334,LB,9166,101,19027,4415
ZcTag018,94797,11/4/2011 4:29,-154.97555,19.17094,LB,9376,99,16319,5386
ZcTag018,94797,11/4/2011 6:16,-154.99588,19.17807,L0,7033,99,45207,1094
ZcTag018,94797,11/4/2011 7:43,-155.02617,19.16959,LB,6311,75,14921,2669
ZcTag018,94797,11/4/2011 11:42,-155.04434,18.98409,L0,7088,88,51147,982
ZcTag018,94797,11/4/2011 13:24,-155.04218,19.00638,L0,12394,81,80209,1915
ZcTag018,94797,11/4/2011 16:49,-155.10449,19.0386,LA,6909,17,14821,3220
ZcTag018,94797,11/4/2011 16:50,-155.10481,19.03887,LB,1930,17,4017,927
ZcTag018,94797,11/4/2011 18:38,-155.13898,19.06178,LB,321,114,511,201
ZcTag018,94797,11/4/2011 18:39,-155.13924,19.06198,L0,4153,115,11102,1553
ZcTag018,94797,11/4/2011 18:40,-155.13927,19.06402,L0,2166,116,7919,592
ZcTag018,94797,11/4/2011 23:31,-155.18704,19.07684,L0,15637,81,228087,1072
ZcTag018,94797,11/5/2011 3:58,-155.14902,19.09168,L0,2500,144,6465,966
ZcTag018,94797,11/5/2011 5:49,-155.10676,19.11587,LB,957,83,6631,138
ZcTag018,94797,11/5/2011 7:30,-155.03142,19.13065,L0,3667,81,4591,2928
ZcTag018,94797,11/5/2011 14:46,-155.0232,19.10719,L1,1259,173,1944,815
ZcTag018,94797,11/5/2011 16:27,-155.05714,19.15186,L1,1087,129,5489,215
ZcTag018,94797,11/5/2011 18:14,-155.09572,19.20515,L0,2245,118,14069,358
ZcTag018,94797,11/5/2011 18:15,-155.09548,19.20579,LB,1667,117,6039,460
ZcTag018,94797,11/5/2011 19:48,-155.1247,19.27355,L0,31968,86,50324,20307
ZcTag018,94797,11/5/2011 23:22,-155.13216,19.22362,L0,1943,67,18682,202
ZcTag018,94797,11/6/2011 2:03,-155.18004,19.23399,L0,11658,124,36296,3744
ZcTag018,94797,11/6/2011 3:39,-155.15114,19.25962,L0,3723,103,13033,1063
ZcTag018,94797,11/6/2011 5:35,-155.14484,19.20476,LB,1845,56,5282,644
ZcTag018,94797,11/6/2011 7:03,-155.15377,19.17987,L0,3996,5,14878,1073
ZcTag018,94797,11/6/2011 7:04,-155.15244,19.18011,L0,1586,168,5835,431
ZcTag018,94797,11/6/2011 8:44,-155.15266,19.19615,L2,302,135,966,94
ZcTag018,94797,11/6/2011 11:16,-155.21224,19.15778,L0,3690,170,10480,1299
ZcTag018,94797,11/6/2011 12:57,-155.21086,19.13374,L0,2192,104,24375,197
ZcTag018,94797,11/6/2011 16:05,-155.2987,19.15212,LA,4786,93,15569,1471
ZcTag018,94797,11/6/2011 17:57,-155.35795,19.08503,L0,9206,128,14887,5692
ZcTag018,94797,11/6/2011 18:17,-155.34919,19.08978,L0,9055,129,12961,6325
ZcTag018,94797,11/6/2011 19:34,-155.31112,19.13203,L1,620,13,1374,279
ZcTag018,94797,11/6/2011 23:12,-155.30121,19.1648,LB,2251,34,6744,751
ZcTag018,94797,11/7/2011 0:15,-155.27082,19.16765,L0,2375,76,21678,260
ZcTag018,94797,11/7/2011 1:29,-155.29672,19.11687,L1,1395,33,5022,387
ZcTag018,94797,11/7/2011 3:10,-155.30646,19.11399,LA,1512,141,4585,498
ZcTag018,94797,11/7/2011 5:03,-155.33505,19.11679,LA,583,121,3577,95
ZcTag018,94797,11/7/2011 6:42,-155.29284,19.08459,L1,821,39,1019,660
ZcTag018,94797,11/7/2011 7:04,-155.30295,19.05341,L0,3478,19,15605,775
ZcTag018,94797,11/7/2011 8:25,-155.32737,19.06746,L1,965,45,4191,222
ZcTag018,94797,11/7/2011 11:47,-155.33851,19.09134,L2,263,58,701,98
ZcTag018,94797,11/7/2011 17:25,-155.29587,19.13388,LA,1457,97,4983,426
ZcTag018,94797,11/7/2011 18:04,-155.29263,19.15149,L0,3157,121,6534,1525
ZcTag018,94797,11/7/2011 20:55,-155.29697,19.18911,L0,5254,107,32092,860
ZcTag018,94797,11/7/2011 23:58,-155.26923,19.11358,L0,8328,98,39223,1768
