animal,ptt,datetime_utc,longitud,latitude,LC,error_radius,ellipse_orient,semi_major,semi_minor
ZcTag002,83741,5/5/2008 18:52,-156.03265,19.46356,DP,,,,
ZcTag002,83741,5/5/2008 20:24,-156.06393,19.4686,L0,5859,99,24569,1397
ZcTag002,83741,5/7/2008 0:11,-156.01191,19.51719,L0,6488,106,18308,2299
ZcTag002,83741,5/7/2008 3:12,-155.97317,19.56183,L0,20576,77,968766,437
ZcTag002,83741,5/7/2008 14:04,-156.06018,19.68188,LA,8635,34,23097,3228
ZcTag002,83741,5/7/2008 15:27,-156.06621,19.66568,LB,10565,72,16427,6794
ZcTag002,83741,5/7/2008 15:49,-156.06564,19.6624,LB,6473,79,11828,3542
ZcTag002,83741,5/7/2008 19:37,-156.08075,19.6406,LB,5599,65,7683,4079
ZcTag002,83741,5/8/2008 2:58,-156.07354,19.53509,LB,5334,50,6398,4446
ZcTag002,83741,5/8/2008 15:21,-156.02541,19.3375,L1,764,94,1932,302
ZcTag002,83741,5/8/2008 15:26,-156.02491,19.33322,LB,3812,94,4269,3403
ZcTag002,83741,5/8/2008 16:55,-156.00265,19.33791,L0,2109,97,9788,454
ZcTag002,83741,5/8/2008 19:24,-155.98938,19.26827,LB,2276,96,3807,1360
ZcTag002,83741,5/8/2008 19:50,-155.98885,19.25578,L0,1821,90,22086,150
ZcTag002,83741,5/8/2008 20:56,-155.93044,19.23323,L0,2687,122,22272,324
ZcTag002,83741,5/9/2008 2:33,-155.96921,19.06036,LB,2461,94,15321,395
ZcTag002,83741,5/9/2008 16:48,-155.97491,18.93834,LB,38411,126,47011,31383
ZcTag002,83741,5/10/2008 3:43,-155.91814,18.90918,LB,9481,69,21828,4118
ZcTag002,83741,5/10/2008 14:30,-155.99891,19.01518,LA,7107,131,34857,1449
ZcTag002,83741,5/10/2008 16:08,-155.96861,19.03249,LB,5848,124,15314,2233
ZcTag002,83741,5/10/2008 19:17,-155.95495,19.00673,L1,1243,110,8578,180
ZcTag002,83741,5/10/2008 20:52,-155.93794,19.00344,L1,795,70,3324,190
ZcTag002,83741,5/10/2008 21:50,-155.9531,18.97182,LA,2091,95,3751,1165
ZcTag002,83741,5/11/2008 2:12,-156.00198,18.97075,L1,726,52,2519,209
ZcTag002,83741,5/11/2008 14:50,-155.99166,19.01178,L1,1326,89,7232,243
ZcTag002,83741,5/12/2008 3:41,-155.98454,18.94536,LA,2147,113,12256,376
ZcTag002,83741,5/12/2008 15:27,-156.11352,19.09184,L1,671,101,5057,89
ZcTag002,83741,5/12/2008 16:59,-156.08643,19.09268,LA,4484,105,8491,2367
ZcTag002,83741,5/12/2008 19:32,-156.03716,19.08107,LA,1351,108,1946,937
ZcTag002,83741,5/12/2008 20:16,-156.02468,19.07986,L1,1104,99,16446,74
ZcTag002,83741,5/13/2008 13:20,-155.94572,19.0173,L0,7704,117,36584,1622
ZcTag002,83741,5/13/2008 19:49,-155.96201,19.00615,L2,477,98,1802,126
ZcTag002,83741,5/13/2008 20:43,-156.01225,19.06829,L2,323,95,914,114
ZcTag002,83741,5/13/2008 22:49,-155.9949,19.12601,L0,4862,69,23824,992
ZcTag002,83741,5/14/2008 0:29,-155.98754,19.11784,L1,1065,68,7704,147
ZcTag002,83741,5/14/2008 1:37,-155.97622,19.07917,L1,1256,16,3259,484
ZcTag002,83741,5/14/2008 3:14,-155.98778,19.09052,L0,4791,46,22282,1030
ZcTag002,83741,5/14/2008 15:50,-155.96815,19.02365,L0,1791,112,13186,243
ZcTag002,83741,5/14/2008 16:15,-155.95907,19.03731,L0,2884,78,13200,630
ZcTag002,83741,5/14/2008 19:27,-155.98856,19.00973,L1,581,94,2985,113
ZcTag002,83741,5/14/2008 21:11,-155.9777,19.0236,L1,795,4,2419,261
ZcTag002,83741,5/14/2008 22:03,-155.9745,19.02974,LB,2391,95,2728,2095
ZcTag002,83741,5/14/2008 22:37,-155.97172,19.03247,LB,2759,99,3348,2273
ZcTag002,83741,5/15/2008 3:13,-155.95697,19.04974,L0,6319,101,21421,1864
ZcTag002,83741,5/15/2008 14:14,-155.92648,19.05995,L0,10034,53,43392,2320
ZcTag002,83741,5/15/2008 15:45,-155.92517,19.04358,L0,3117,84,22069,440
ZcTag002,83741,5/15/2008 19:10,-155.95648,19.00761,L2,406,31,701,234
ZcTag002,83741,5/15/2008 20:49,-155.95977,19.00269,L1,896,62,3298,243
ZcTag002,83741,5/15/2008 22:33,-156.00402,18.96271,L0,2228,119,8231,603
ZcTag002,83741,5/16/2008 1:13,-156.02318,18.93407,LA,4758,26,10394,2178
ZcTag002,83741,5/16/2008 15:25,-156.05066,18.95977,LB,600,107,3628,99
ZcTag002,83741,5/16/2008 15:26,-156.05097,18.96045,L0,2047,108,37739,111
ZcTag002,83741,5/17/2008 0:06,-155.98937,18.97735,L0,2233,100,12983,384
ZcTag002,83741,5/17/2008 15:09,-155.98603,18.99867,LA,2298,104,3255,1621
ZcTag002,83741,5/17/2008 15:16,-155.97689,19.00041,L1,1469,105,12318,175
ZcTag002,83741,5/17/2008 16:47,-156.02992,19.06945,L0,5219,116,29725,916
ZcTag002,83741,5/17/2008 20:07,-156.0252,19.03969,L0,4533,103,97356,211
ZcTag002,83741,5/18/2008 2:26,-156.00353,18.91122,L0,6655,110,14253,3107
ZcTag002,83741,5/18/2008 3:55,-155.91164,18.89387,L0,2865,80,23106,355
ZcTag003,23747,5/5/2008 19:14,-156.03304,19.46877,DP,,,,
ZcTag003,23747,5/5/2008 20:24,-156.07411,19.46056,L0,6143,105,15656,2410
ZcTag003,23747,5/6/2008 3:17,-156.09576,19.40824,LA,6234,108,19209,2023
ZcTag003,23747,5/6/2008 3:45,-156.08902,19.40681,LB,5306,110,14316,1966
ZcTag003,23747,5/7/2008 0:11,-156.03708,19.52061,LB,9515,91,17367,5212
ZcTag003,23747,5/7/2008 3:14,-156.02723,19.52159,L0,3185,77,112700,90
ZcTag003,23747,5/7/2008 14:03,-156.03084,19.61395,LB,2248,23,3380,1494
ZcTag003,23747,5/7/2008 15:48,-156.03064,19.60933,LB,2601,32,3105,2178
ZcTag003,23747,5/8/2008 0:00,-156.02154,19.59587,L0,6656,94,16873,2625
ZcTag003,23747,5/8/2008 15:18,-156.02735,19.33652,LB,232,64,377,142
ZcTag003,23747,5/8/2008 15:20,-156.02772,19.33615,L1,1408,62,4077,486
ZcTag003,23747,5/8/2008 16:55,-156.0241,19.34472,L0,2187,99,10234,467
ZcTag003,23747,5/8/2008 19:25,-155.98858,19.27702,LB,1881,100,2102,1682
ZcTag003,23747,5/8/2008 19:51,-155.98148,19.26796,L1,545,102,2824,105
ZcTag003,23747,5/8/2008 20:56,-155.92498,19.24673,L0,5726,122,46169,710
ZcTag003,23747,5/9/2008 2:31,-155.91858,19.0964,LB,4881,64,29668,803
ZcTag003,23747,5/9/2008 2:31,-155.91859,19.09624,L0,3758,64,29229,483
ZcTag003,23747,5/9/2008 15:14,-155.85671,18.84746,LB,7419,115,16233,3390
ZcTag003,23747,5/9/2008 16:49,-155.85551,18.85617,LB,6877,117,11875,3982
ZcTag003,23747,5/9/2008 20:34,-155.84718,18.8861,L0,3499,54,8618,1420
ZcTag003,23747,5/10/2008 3:44,-155.94159,18.91241,L2,342,28,695,168
ZcTag003,23747,5/10/2008 14:29,-155.98159,19.00871,L0,4359,121,25567,743
ZcTag003,23747,5/10/2008 16:07,-155.94625,19.02282,L0,4686,132,18586,1181
ZcTag003,23747,5/10/2008 20:52,-155.94666,19.00969,L1,1476,70,6217,350
ZcTag003,23747,5/10/2008 21:50,-155.96478,18.97352,L0,8157,96,27341,2433
ZcTag003,23747,5/11/2008 2:11,-155.97177,18.98041,L1,527,50,2408,115
ZcTag003,23747,5/11/2008 14:50,-155.98715,19.00634,L1,618,94,3202,119
ZcTag003,23747,5/11/2008 15:54,-155.98714,19.00148,LB,3608,82,3868,3364
ZcTag003,23747,5/12/2008 0:51,-155.9804,18.99771,L2,319,157,613,166
ZcTag003,23747,5/12/2008 3:01,-155.99747,19.00096,L1,1483,43,4506,488
ZcTag003,23747,5/12/2008 13:26,-156.04807,18.9923,L0,8341,67,39039,1782
ZcTag003,23747,5/12/2008 14:31,-156.08555,18.98302,LB,10149,102,12550,8207
ZcTag003,23747,5/12/2008 15:29,-156.12077,18.96934,L0,8351,129,20574,3389
ZcTag003,23747,5/12/2008 16:13,-156.1224,18.97717,LB,6864,128,11505,4094
ZcTag003,23747,5/12/2008 20:06,-156.12127,19.02551,L0,7801,113,12644,4812
ZcTag003,23747,5/12/2008 21:13,-156.15316,19.02449,LB,6425,106,9496,4346
ZcTag003,23747,5/12/2008 22:59,-156.17601,19.03591,LB,6564,94,13118,3284
ZcTag003,23747,5/13/2008 0:38,-156.20862,19.04185,LB,4575,88,7497,2791
ZcTag003,23747,5/13/2008 2:34,-156.26201,19.04764,L2,325,153,396,266
ZcTag003,23747,5/13/2008 13:22,-156.33291,19.06806,LB,2886,107,4342,1918
ZcTag003,23747,5/13/2008 15:04,-156.42374,19.09636,LB,3782,121,10099,1416
ZcTag003,23747,5/13/2008 16:10,-156.41506,19.11441,LB,2863,121,5378,1524
ZcTag003,23747,5/13/2008 19:57,-156.3887,19.18503,L0,3585,130,19349,664
ZcTag003,23747,5/14/2008 3:53,-156.288,19.38371,L0,4243,110,31147,578
ZcTag003,23747,5/14/2008 19:34,-156.17483,19.67333,L1,1318,109,16374,106
ZcTag003,23747,5/14/2008 20:25,-156.17351,19.68729,LA,2095,109,4012,1093
ZcTag003,23747,5/14/2008 21:58,-156.16796,19.71817,LB,3690,102,5387,2527
ZcTag003,23747,5/15/2008 13:01,-156.20659,19.74035,LA,7434,79,14056,3931
ZcTag003,23747,5/15/2008 15:44,-156.21151,19.70638,L0,3441,92,66486,178
ZcTag003,23747,5/15/2008 15:47,-156.21196,19.70685,LB,2924,92,15770,542
ZcTag003,23747,5/16/2008 2:52,-156.31925,19.80212,L0,14340,79,170933,1203
ZcTag003,23747,5/16/2008 13:50,-156.41952,19.89521,LB,10806,67,19151,6097
ZcTag003,23747,5/17/2008 0:05,-156.43298,19.94632,LB,4041,93,19547,835
ZcTag003,23747,5/17/2008 15:12,-156.44554,19.84991,L0,6162,85,16988,2235
ZcTag003,23747,5/17/2008 16:55,-156.45126,19.85479,LA,3092,80,9164,1043
ZcTag003,23747,5/17/2008 20:03,-156.46039,19.95222,L0,6766,102,16293,2809
ZcTag003,23747,5/18/2008 2:33,-156.55348,19.84321,L1,814,109,2737,242
ZcTag003,23747,5/18/2008 3:50,-156.53459,19.78191,LA,2998,72,10585,849
ZcTag003,23747,5/18/2008 22:10,-156.50464,19.93588,LB,7855,86,10232,6030
ZcTag003,23747,5/19/2008 2:22,-156.49954,19.98072,L1,1094,89,5107,234
ZcTag003,23747,5/19/2008 3:29,-156.48623,20.00551,L2,418,112,716,244
ZcTag003,23747,5/19/2008 3:56,-156.49539,20.0098,LB,2206,71,3385,1437
ZcTag003,23747,5/19/2008 14:17,-156.67188,20.08205,L0,9863,33,20813,4673
ZcTag003,23747,5/19/2008 14:59,-156.65808,20.10181,LB,6415,38,9892,4159
ZcTag003,23747,5/19/2008 19:24,-156.65823,20.0674,L0,3683,83,39886,340
ZcTag003,23747,5/20/2008 3:09,-156.54024,19.96887,L0,16107,59,166837,1555
ZcTag003,23747,5/20/2008 13:47,-156.44785,19.95007,LB,16416,78,26337,10231
ZcTag003,23747,5/20/2008 15:27,-156.43459,19.9393,LA,4918,78,7843,3083
ZcTag003,23747,5/20/2008 16:17,-156.4248,19.93426,LB,5426,77,9791,3006
ZcTag003,23747,5/20/2008 19:08,-156.28567,19.93085,L0,6363,57,42212,959
ZcTag003,23747,5/20/2008 19:38,-156.28501,19.90542,L0,1772,82,7133,440
ZcTag003,23747,5/20/2008 21:23,-156.2804,19.8821,L0,1826,134,8837,377
ZcTag003,23747,5/22/2008 2:22,-156.23148,19.97774,LB,19580,76,31660,12109
ZcTag003,23747,5/22/2008 3:26,-156.22747,19.97588,L0,1858,52,11197,308
ZcTag003,23747,5/22/2008 20:00,-156.20504,20.02459,L0,4024,98,19722,821
ZcTag003,23747,5/22/2008 20:41,-156.19191,20.0108,LB,2488,101,4787,1293
ZcTag003,23747,5/22/2008 22:58,-156.20189,19.97822,L1,1409,24,5439,365
ZcTag003,23747,5/23/2008 1:31,-156.25287,19.90345,L0,3971,52,13039,1209
ZcTag003,23747,5/23/2008 1:51,-156.24321,19.8925,L0,3494,58,14408,847
ZcTag003,23747,5/23/2008 14:21,-156.18699,19.77927,LA,1529,164,9052,258
ZcTag003,23747,5/23/2008 19:40,-156.1775,19.72599,L0,2822,82,30497,261
ZcTag003,23747,5/23/2008 21:21,-156.14495,19.71932,L0,16429,96,48276,5591
ZcTag003,23747,5/23/2008 21:48,-156.15306,19.69638,LB,11883,95,20835,6777
ZcTag003,23747,5/23/2008 22:46,-156.17165,19.65129,L1,593,53,1715,205
ZcTag003,23747,5/24/2008 0:26,-156.12155,19.61644,L0,2345,73,15528,354
ZcTag003,23747,5/24/2008 1:21,-156.12096,19.58557,L0,2382,177,6987,812
ZcTag003,23747,5/24/2008 3:06,-156.1175,19.57469,L0,8597,83,98938,747
ZcTag003,23747,5/24/2008 3:06,-156.11743,19.57387,L0,7582,83,90232,637
ZcTag003,23747,5/24/2008 13:08,-156.17757,19.65151,L0,9545,89,21305,4276
ZcTag003,23747,5/24/2008 13:53,-156.1823,19.6634,LA,4768,109,7618,2984
ZcTag003,23747,5/24/2008 15:43,-156.22388,19.68023,L0,3390,106,5301,2167
ZcTag003,23747,5/24/2008 21:33,-156.29138,19.81076,L0,3094,91,14159,676
ZcTag003,23747,5/24/2008 22:35,-156.28981,19.82707,LB,2258,90,5044,1010
ZcTag003,23747,5/25/2008 2:49,-156.38274,19.88533,L1,536,59,1218,235
ZcTag003,23747,5/25/2008 2:51,-156.38451,19.88604,L1,559,76,2761,113
ZcTag003,23747,5/25/2008 15:13,-156.36194,19.85149,LB,3539,101,9141,1370
ZcTag003,23747,5/25/2008 15:22,-156.36051,19.85291,L0,3486,103,80989,150
ZcTag003,23747,5/25/2008 16:56,-156.31543,19.89238,LB,4641,109,13700,1572
ZcTag003,23747,5/25/2008 21:04,-156.28271,19.89742,L0,3689,100,34448,395
ZcTag003,23747,5/26/2008 2:43,-156.37335,20.0063,L0,2637,55,46978,148
ZcTag003,23747,5/26/2008 15:13,-156.52681,20.11949,L0,1681,94,17423,162
ZcTag003,23747,5/26/2008 16:25,-156.534,20.13705,LB,3713,119,5664,2433
ZcTag003,23747,5/27/2008 2:33,-156.54018,20.24846,LA,12098,35,28274,5176
ZcTag003,23747,5/27/2008 15:03,-156.46661,20.20442,LB,17756,179,40742,7738
ZcTag003,23747,5/27/2008 16:41,-156.46163,20.19929,L0,38966,177,324353,4681
ZcTag003,23747,5/27/2008 19:56,-156.4827,20.16523,L0,11225,111,36149,3485
ZcTag003,23747,5/27/2008 20:23,-156.48202,20.13194,L0,6198,118,46504,826
ZcTag003,23747,5/28/2008 2:15,-156.39805,20.088,LA,2514,172,16663,379
ZcTag003,23747,5/28/2008 3:56,-156.35591,20.10977,LB,5518,171,7737,3935
ZcTag003,23747,5/28/2008 14:44,-156.38582,20.1038,LB,8602,70,13052,5668
ZcTag006,94785,4/28/2009 19:56,-156.01743,19.5158,DP,,,,
ZcTag006,94785,4/28/2009 22:05,-155.83255,19.37206,LB,2863,142,6486,1263
ZcTag006,94785,4/29/2009 2:31,-156.00525,19.2723,L0,14312,107,108823,1882
ZcTag006,94785,4/29/2009 13:59,-155.99573,19.11399,LA,7711,38,24150,2462
ZcTag006,94785,4/29/2009 15:07,-155.94621,19.04198,LA,4844,48,30543,768
ZcTag006,94785,4/29/2009 15:51,-155.93602,19.03941,LA,2459,152,5499,1099
ZcTag006,94785,4/29/2009 19:56,-155.94735,19.00218,L0,8943,96,151746,527
ZcTag006,94785,4/29/2009 23:35,-155.81459,18.9409,LB,5564,95,21569,1435
ZcTag006,94785,4/30/2009 6:01,-155.70711,18.79975,LB,5110,6,7379,3538
ZcTag006,94785,4/30/2009 23:28,-155.66809,18.80247,L0,7620,54,75790,766
ZcTag006,94785,5/1/2009 1:02,-155.64554,18.82548,LB,7548,84,25662,2220
ZcTag006,94785,5/1/2009 19:53,-155.47585,19.05523,LA,8985,114,135203,597
ZcTag006,94785,5/2/2009 2:37,-155.36815,19.06125,L0,4482,85,29236,687
ZcTag006,94785,5/2/2009 7:03,-155.37668,19.07454,LB,4609,69,137932,154
ZcTag006,94785,5/2/2009 15:16,-155.271,19.11354,LB,1023,48,3932,266
ZcTag006,94785,5/2/2009 16:54,-155.27537,19.11901,L1,1495,85,10111,221
ZcTag006,94785,5/3/2009 2:33,-155.27513,19.13922,LA,1459,86,9051,235
ZcTag006,94785,5/3/2009 20:07,-155.31336,19.0933,LB,1681,101,58847,48
ZcTag006,94785,5/3/2009 22:58,-155.29699,19.122,LB,1484,92,1945,1132
ZcTag006,94785,5/4/2009 2:16,-155.28252,19.15165,LB,608,119,2446,151
ZcTag006,94785,5/4/2009 2:17,-155.28248,19.15174,L0,2320,119,11570,465
ZcTag006,94785,5/4/2009 6:18,-155.34626,19.08266,LA,1915,32,5801,632
ZcTag006,94785,5/4/2009 7:12,-155.35026,19.06395,LA,3070,79,29165,323
ZcTag006,94785,5/4/2009 13:10,-155.44458,18.94159,LB,5657,97,11856,2699
ZcTag006,94785,5/4/2009 16:34,-155.43533,18.94538,LA,1173,106,16560,83
ZcTag006,94785,5/4/2009 20:23,-155.43559,19.05814,LB,2167,135,3880,1210
ZcTag006,94785,5/4/2009 22:46,-155.45372,19.11526,LA,3580,61,5400,2373
ZcTag006,94785,5/5/2009 0:22,-155.41836,19.08245,L1,1089,5,3321,357
ZcTag006,94785,5/5/2009 2:06,-155.31575,19.06663,L0,5455,12,21636,1375
ZcTag006,94785,5/5/2009 7:37,-155.23672,19.09199,LB,5398,75,99755,292
ZcTag006,94785,5/5/2009 19:23,-155.29028,19.12898,LB,4129,87,4598,3707
ZcTag006,94785,5/5/2009 20:09,-155.2967,19.12943,LB,991,53,1103,889
ZcTag006,94785,5/5/2009 20:58,-155.29957,19.13399,L1,1377,27,3639,521
ZcTag006,94785,5/6/2009 0:06,-155.28388,19.13565,LB,8037,73,8582,7525
ZcTag006,94785,5/6/2009 7:13,-155.26829,19.1449,LB,6084,84,9844,3759
ZcTag006,94785,5/6/2009 8:03,-155.23362,19.1331,LB,1496,71,2752,813
ZcTag006,94785,5/6/2009 8:57,-155.18526,19.12219,LB,1643,76,2948,915
ZcTag006,94785,5/6/2009 15:40,-155.20972,19.09264,LB,2377,84,3483,1621
ZcTag006,94785,5/6/2009 20:36,-155.22726,19.06103,LB,3492,92,12392,984
ZcTag006,94785,5/7/2009 2:45,-155.23655,19.07988,LB,11244,76,41912,3016
ZcTag006,94785,5/7/2009 7:01,-155.24486,19.06206,LB,11906,80,19615,7226
ZcTag006,94785,5/7/2009 7:38,-155.28392,19.07549,LB,16414,102,23953,11247
ZcTag006,94785,5/7/2009 15:14,-155.47521,19.09435,LB,13569,116,29006,6347
ZcTag006,94785,5/8/2009 19:02,-155.43534,19.05307,LB,15477,78,40016,5986
ZcTag006,94785,5/8/2009 20:51,-155.41839,19.05414,LB,37366,78,232928,5994
ZcTag006,94785,5/9/2009 3:00,-155.45263,19.04285,LB,12405,70,56546,2721
ZcTag006,94785,5/9/2009 8:36,-155.43367,19.05031,LB,4085,63,11222,1487
ZcTag006,94785,5/9/2009 23:36,-155.42306,19.20379,LB,11083,55,19626,6258
ZcTag006,94785,5/10/2009 6:37,-155.33461,19.14462,LB,10026,68,20877,4814
ZcTag006,94785,5/10/2009 15:39,-155.22635,19.12095,LB,25569,102,97255,6722
ZcTag006,94785,5/11/2009 8:51,-155.01003,19.38287,LB,18710,91,44536,7860
ZcTag006,94785,5/11/2009 11:54,-154.95709,19.41631,LB,21393,89,185876,2462
ZcTag006,94785,5/11/2009 13:29,-154.92826,19.44793,LB,6274,90,17062,2307
ZcTag006,94785,5/11/2009 15:10,-154.87325,19.48319,LB,6427,92,16390,2520
ZcTag006,94785,5/11/2009 19:45,-154.72123,19.54322,LB,2657,115,6996,1009
ZcTag006,94785,5/14/2009 6:45,-154.77867,19.69937,LB,1799,69,9683,334
ZcTag006,94785,5/14/2009 7:47,-154.77917,19.68664,LB,1765,67,3982,782
ZcTag006,94785,5/14/2009 11:22,-154.75427,19.67805,LB,2691,33,6713,1078
ZcTag006,94785,5/14/2009 16:09,-154.82738,19.64362,LB,11210,90,45268,2776
ZcTag006,94785,5/14/2009 20:19,-154.82181,19.64697,LA,5921,96,100135,350
ZcTag006,94785,5/14/2009 22:42,-154.80656,19.68881,LB,2891,91,4873,1714
ZcTag006,94785,5/15/2009 2:52,-154.66362,19.77334,LB,4988,83,20647,1205
ZcTag006,94785,5/15/2009 15:15,-154.54377,19.86305,LA,17276,102,82398,3622
ZcTag006,94785,5/15/2009 16:00,-154.58428,19.85565,LB,11045,96,46150,2643
ZcTag006,94785,5/15/2009 19:55,-154.58505,19.85543,LB,7712,93,10711,5552
ZcTag006,94785,5/15/2009 22:26,-154.69238,19.82705,L0,2355,157,7561,733
ZcTag006,94785,5/16/2009 0:07,-154.6724,19.82941,L2,483,43,1092,213
ZcTag006,94785,5/16/2009 7:09,-154.50491,19.71885,LA,1122,66,11228,112
ZcTag006,94785,5/16/2009 12:35,-154.50158,19.70581,LB,8445,143,9295,7671
ZcTag006,94785,5/16/2009 16:31,-154.51759,19.69312,LB,8051,169,9570,6773
ZcTag006,94785,5/16/2009 19:34,-154.54035,19.67467,LB,12327,35,13364,11369
ZcTag006,94785,5/17/2009 2:05,-154.60294,19.62302,LB,6732,72,13878,3265
ZcTag006,94785,5/17/2009 6:44,-154.64731,19.57769,LB,1380,48,2970,641
ZcTag006,94785,5/17/2009 7:11,-154.65163,19.57481,LB,1216,47,4384,337
ZcTag006,94785,5/17/2009 8:27,-154.66823,19.57435,LB,1626,39,2943,898
ZcTag006,94785,5/17/2009 15:33,-154.74973,19.62645,LB,2264,42,3091,1658
ZcTag006,94785,5/17/2009 19:19,-154.82774,19.62174,LB,1217,100,1493,991
ZcTag006,94785,5/17/2009 20:58,-154.85596,19.61984,LA,2890,8,14269,585
ZcTag006,94785,5/17/2009 23:47,-154.93575,19.60674,L1,1204,79,48289,30
ZcTag006,94785,5/18/2009 1:27,-154.9672,19.61685,L0,1995,175,5571,714
ZcTag006,94785,5/18/2009 19:13,-154.95413,19.68362,LB,2561,62,4070,1611
ZcTag006,94785,5/19/2009 7:48,-154.89956,19.66091,LA,892,90,11510,69
ZcTag006,94785,5/19/2009 15:13,-154.80493,19.56819,LB,1313,96,8018,215
ZcTag006,94785,5/19/2009 20:13,-154.73212,19.60637,L0,3314,123,13608,807
ZcTag006,94785,5/19/2009 20:35,-154.74173,19.59141,LB,2651,103,23415,300
ZcTag006,94785,5/20/2009 1:08,-154.79277,19.60361,LB,1200,64,4195,343
ZcTag006,94785,5/20/2009 2:37,-154.81572,19.59849,LA,1280,50,4476,366
ZcTag006,94785,5/20/2009 7:24,-154.84782,19.51245,LA,1779,91,22277,142
ZcTag006,94785,5/20/2009 12:05,-154.87072,19.53381,LB,2474,130,5671,1079
ZcTag006,94785,5/21/2009 0:51,-154.87884,19.62929,LB,3361,54,4455,2535
ZcTag006,94785,5/23/2009 20:40,-154.91458,19.64776,LB,846,141,4063,176
ZcTag006,94785,5/23/2009 20:41,-154.91443,19.6475,LA,2447,141,12873,465
ZcTag006,94785,5/24/2009 2:40,-154.88427,19.684,L0,4057,59,44237,372
ZcTag006,94785,5/24/2009 7:55,-154.95765,19.7277,LB,4129,78,4640,3674
ZcTag006,94785,5/24/2009 12:57,-155.02348,19.77272,LB,1852,112,2067,1659
ZcTag006,94785,5/24/2009 15:03,-154.98748,19.7782,LB,2112,102,8194,544
ZcTag006,94785,5/24/2009 16:40,-154.96587,19.80163,LA,1039,104,3895,277
ZcTag006,94785,5/24/2009 20:16,-154.95886,19.71442,LA,1169,84,4773,286
ZcTag006,94785,5/25/2009 0:16,-154.9817,19.70965,L0,1584,96,13200,190
ZcTag006,94785,5/25/2009 11:02,-155.02216,19.8565,L0,23054,104,231783,2293
ZcTag006,94785,5/25/2009 15:44,-154.99509,19.84384,LB,16123,89,33272,7812
ZcTag006,94785,5/26/2009 0:04,-154.94122,19.78484,L0,2296,78,38733,136
ZcTag006,94785,5/26/2009 12:38,-154.99537,19.76255,L0,6134,102,61164,615
ZcTag006,94785,5/26/2009 15:35,-154.92759,19.76345,L1,1055,62,4963,224
ZcTag006,94785,5/27/2009 6:48,-154.89421,19.85871,LB,4299,53,35397,522
ZcTag006,94785,5/27/2009 15:22,-154.88742,19.83608,L1,773,24,2559,233
ZcTag006,94785,5/27/2009 20:52,-154.90491,19.73376,LB,1650,101,2784,977
ZcTag006,94785,5/28/2009 15:10,-154.9361,19.80679,L0,1754,101,7596,405
ZcTag006,94785,5/28/2009 16:45,-154.89426,19.85383,L0,2329,102,4739,1144
ZcTag006,94785,5/28/2009 16:45,-154.89417,19.85384,L0,4112,101,8345,2026
ZcTag006,94785,5/28/2009 20:24,-154.92378,19.78853,LB,3366,37,9774,1159
ZcTag006,94785,5/28/2009 23:25,-154.94437,19.79607,LB,8213,65,8921,7561
ZcTag006,94785,5/29/2009 2:12,-154.95763,19.80814,LB,2153,62,2450,1891
ZcTag006,94785,5/29/2009 7:30,-154.99091,19.82423,LB,2090,71,2725,1602
ZcTag006,94785,5/29/2009 13:45,-155.03127,19.88502,L0,3752,13,12803,1099
ZcTag006,94785,5/29/2009 16:36,-154.97427,19.90269,LA,3657,124,20441,654
ZcTag006,94785,5/29/2009 20:16,-154.95993,19.84146,L0,7551,89,12240,4658
ZcTag006,94785,5/29/2009 23:24,-154.95836,19.85893,LB,3374,47,6234,1826
ZcTag006,94785,5/30/2009 1:01,-154.92687,19.83368,L1,1456,3,5389,393
ZcTag006,94785,5/30/2009 1:49,-154.91982,19.8244,LB,2522,178,3022,2104
ZcTag006,94785,5/30/2009 13:32,-154.81608,19.69431,LB,5030,116,7941,3186
ZcTag006,94785,5/30/2009 19:44,-154.76276,19.6194,LA,18258,82,31910,10446
ZcTag006,94785,5/31/2009 15:35,-154.76667,19.56661,L0,2143,101,35295,130
ZcTag006,94785,5/31/2009 19:30,-154.75903,19.56881,LB,3063,112,6866,1366
ZcTag006,94785,6/1/2009 16:07,-154.70147,19.63439,LB,3783,122,7993,1790
ZcTag006,94785,6/1/2009 20:27,-154.6701,19.64057,LB,2675,130,30064,238
ZcTag006,94785,6/2/2009 7:39,-154.547,19.64773,LB,1546,88,3768,634
ZcTag006,94785,6/2/2009 8:03,-154.54927,19.65199,LB,1619,94,4204,623
ZcTag006,94785,6/2/2009 20:29,-154.7137,19.58852,LB,3013,90,21655,419
ZcTag006,94785,6/3/2009 7:13,-154.75335,19.55383,LB,2632,100,19672,352
ZcTag006,94785,6/3/2009 12:56,-154.77401,19.49409,LB,1783,89,2893,1098
ZcTag006,94785,6/3/2009 16:03,-154.79308,19.47677,L0,3852,96,27728,535
ZcTag006,94785,6/3/2009 20:09,-154.76166,19.47991,LA,2682,99,21650,332
ZcTag006,94785,6/3/2009 22:26,-154.7431,19.47169,L0,2703,13,8767,833
ZcTag006,94785,6/4/2009 0:11,-154.74333,19.48511,L0,3448,94,26469,449
ZcTag008,94786,10/23/2009 0:46,-156.06435,19.68501,DP,,,,
ZcTag008,94786,10/23/2009 13:05,-156.06338,19.40155,L0,2926,101,26246,326
ZcTag008,94786,10/23/2009 13:07,-156.06281,19.40085,LB,2818,101,11037,719
ZcTag008,94786,10/23/2009 16:05,-155.9979,19.32764,L0,1763,89,8951,347
